temperature,humidity,motion,power,hour,temp_diff,power_diff,temp_deviation,anomaly_injected
26.14,40.27,0.0,380.71,20,0.4400000000000013,149.20999999999998,2.774000000000001,0
57.67,35.88,0.0,359.87,20,31.53,-20.839999999999975,26.464000000000002,0
26.15,35.24,0.0,437.14,20,-31.520000000000003,77.26999999999998,-6.481999999999999,0
27.17,48.17,0.0,298.82,20,1.0200000000000031,-138.32,-5.395999999999994,0
23.57,33.78,0.0,233.66,20,-3.6000000000000014,-65.16,-8.57,0
20.84,30.49,0.0,118.04,20,-2.7300000000000004,-115.61999999999999,-10.240000000000002,0
21.04,62.12,0.0,1876.97,20,0.1999999999999993,1758.93,-2.7139999999999986,1
18.93,67.67,0.0,297.93,20,-2.1099999999999994,-1579.04,-3.3800000000000026,0
27.78,67.59,0.0,461.61,20,8.850000000000001,163.68,5.3480000000000025,0
25.53,44.35,0.0,84.71,20,-2.25,-376.90000000000003,2.7059999999999995,0
27.91,33.42,0.0,117.84,20,2.379999999999999,33.13000000000001,3.6720000000000006,0
21.46,62.25,0.0,271.53,20,-6.449999999999999,153.68999999999997,-2.862000000000002,0
22.94,38.78,0.0,396.64,20,1.4800000000000004,125.11000000000001,-2.184000000000001,0
22.94,38.78,0.0,160.0,20,0.0,-236.64,-1.2159999999999975,0
18.62,90.16,0.0,129.44,20,-4.32,-30.560000000000002,-4.154,1
21.85,62.44,0.0,149.21,20,3.2300000000000004,19.77000000000001,0.28800000000000026,0
26.67,43.88,0.0,1783.78,20,4.82,1634.57,4.0660000000000025,1
24.65,32.29,1.0,164.1,20,-2.020000000000003,-1619.68,1.703999999999997,1
22.81,34.19,0.0,308.82,20,-1.8399999999999999,144.72,-0.10999999999999943,0
22.74,39.26,0.0,367.13,20,-0.07000000000000028,58.31,-1.0040000000000013,0
21.45,41.35,0.0,389.73,20,-1.2899999999999991,22.600000000000023,-2.2139999999999986,0
42.43,41.79,0.0,2898.82,20,20.98,2509.09,15.614000000000004,1
22.18,63.89,0.0,156.06,20,-20.25,-2742.76,-4.141999999999996,0
18.08,60.0,0.0,248.06,20,-4.100000000000001,92.0,-7.295999999999999,0
18.08,60.0,0.0,2368.59,20,0.0,2120.53,-6.364000000000001,1
26.26,31.09,1.0,372.37,20,8.180000000000003,-1996.2200000000003,0.8540000000000028,1
18.16,62.06,0.0,274.1,20,-8.100000000000001,-98.26999999999998,-2.3919999999999995,0
26.59,60.71,0.0,176.71,20,8.43,-97.39000000000001,5.156000000000002,0
19.83,31.77,0.0,81.85,20,-6.760000000000002,-94.86000000000001,-1.9540000000000006,0
24.78,37.02,0.0,327.81,20,4.950000000000003,245.96,1.6559999999999988,0
24.78,37.02,0.0,367.8,20,0.0,39.99000000000001,1.9520000000000017,0
24.17,42.45,0.0,103.53,20,-0.6099999999999994,-264.27,0.14000000000000412,0
18.75,67.78,0.0,325.65,20,-5.420000000000002,222.11999999999998,-3.7119999999999997,0
25.73,60.88,0.0,372.06,20,6.98,46.410000000000025,2.0879999999999974,0
27.33,59.17,0.0,174.72,20,1.5999999999999979,-197.34,3.1779999999999973,0
26.28,50.11,1.0,163.92,20,-1.0499999999999972,-10.800000000000011,1.8279999999999994,0
18.98,58.8,0.0,322.72,20,-7.300000000000001,158.80000000000004,-4.434000000000001,0
24.28,31.93,0.0,219.21,20,5.300000000000001,-103.51000000000002,-0.240000000000002,0
21.78,47.79,1.0,93.16,20,-2.5,-126.05000000000001,-1.9499999999999993,0
18.33,43.66,0.0,199.13,20,-3.450000000000003,105.97,-3.6000000000000014,0
24.48,39.24,1.0,73.91,20,6.150000000000002,-125.22,2.91,1
24.67,67.08,0.0,480.3,20,0.19000000000000128,406.39,1.9620000000000033,0
25.81,66.58,0.0,109.67,20,1.139999999999997,-370.63,2.7959999999999994,0
18.84,67.94,0.0,189.35,20,-6.969999999999999,79.67999999999999,-3.5859999999999985,0
18.84,67.94,0.0,247.68,20,0.0,58.33000000000001,-3.687999999999999,0
18.63,67.02,0.0,2234.26,20,-0.21000000000000085,1986.5800000000002,-2.727999999999998,1
21.54,63.66,0.0,435.03,20,2.91,-1799.2300000000002,0.8079999999999998,0
22.53,33.75,0.0,342.15,20,0.990000000000002,-92.88,2.4540000000000006,0
19.21,39.56,0.0,321.06,20,-3.3200000000000003,-21.089999999999975,-0.9399999999999977,0
23.4,62.89,0.0,200.27,20,4.189999999999998,-120.78999999999999,2.3379999999999974,0
18.13,43.07,0.0,477.83,20,-5.27,277.55999999999995,-2.8320000000000007,0
26.12,68.55,0.0,199.02,20,7.990000000000002,-278.80999999999995,4.241999999999997,0
20.23,49.29,1.0,139.41,20,-5.890000000000001,-59.610000000000014,-1.1879999999999988,0
19.68,68.71,0.0,56.5,20,-0.5500000000000007,-82.91,-1.8320000000000007,0
18.65,48.05,0.0,245.47,20,-1.0300000000000011,188.97,-1.911999999999999,0
19.25,36.87,0.0,489.12,20,0.6000000000000014,243.65,-1.5359999999999978,0
18.39,54.41,0.0,413.17,20,-0.8599999999999994,-75.94999999999999,-0.8500000000000014,0
18.39,54.44,0.0,303.67,20,0.0,-109.5,-0.4819999999999993,0
26.08,50.45,1.0,275.49,20,7.689999999999998,-28.180000000000007,5.928000000000001,1
20.48,60.29,0.0,313.64,20,-5.599999999999998,38.14999999999998,-0.038000000000000256,0
22.76,66.92,0.0,341.58,20,2.280000000000001,27.939999999999998,1.5399999999999991,0
25.06,44.51,0.0,233.63,20,2.299999999999997,-107.94999999999999,2.5059999999999967,0
26.13,48.08,1.0,373.99,20,1.0700000000000003,140.36,2.0279999999999987,0
26.0,37.7,0.0,160.08,20,-0.129999999999999,-213.91,1.913999999999998,0
28.0,68.09,0.0,493.96,20,2.0,333.88,2.41,0
19.82,68.68,1.0,281.89,20,-8.18,-212.07,-5.181999999999999,0
19.82,39.93,0.0,415.29,20,0.0,133.40000000000003,-4.134,0
57.36,64.92,1.0,56.08,20,37.54,-359.21000000000004,27.16,1
25.47,45.15,1.0,238.58,20,-31.89,182.5,-4.624000000000002,0
26.55,59.64,1.0,277.81,20,1.0800000000000018,39.22999999999999,-3.2540000000000013,1
26.55,59.64,1.0,457.12,20,0.0,179.31,-4.599999999999998,0
26.49,42.95,0.0,365.91,20,-0.060000000000002274,-91.20999999999998,-5.994000000000003,0
26.19,59.55,0.0,187.72,20,-0.29999999999999716,-178.19000000000003,-0.05999999999999872,0
23.51,49.98,0.0,497.59,20,-2.6799999999999997,309.87,-2.3479999999999954,0
21.6,67.48,0.0,340.82,20,-1.9100000000000001,-156.76999999999998,-3.2680000000000007,0
26.21,38.2,0.0,103.09,20,4.609999999999999,-237.73,1.4100000000000001,0
22.53,30.48,0.0,410.77,20,-3.6799999999999997,307.67999999999995,-1.4780000000000015,0
23.3,32.54,0.0,359.21,20,0.7699999999999996,-51.56,-0.129999999999999,0
23.04,43.16,0.0,83.91,20,-0.26000000000000156,-275.29999999999995,-0.2960000000000029,0
21.93,37.78,0.0,99.62,20,-1.1099999999999994,15.710000000000008,-1.4720000000000013,0
26.3,51.38,0.0,454.27,20,4.370000000000001,354.65,2.8800000000000026,0
21.56,53.03,0.0,2626.35,20,-4.740000000000002,2172.08,-1.6660000000000004,1
20.94,47.81,0.0,197.53,20,-0.6199999999999974,-2428.8199999999997,-1.8139999999999965,0
26.11,69.43,1.0,348.86,20,5.169999999999998,151.33,2.742000000000001,0
21.98,66.16,0.0,274.46,20,-4.129999999999999,-74.40000000000003,-1.3979999999999997,0
27.47,42.83,0.0,301.14,20,5.489999999999998,26.680000000000007,3.857999999999997,0
26.04,67.69,0.0,284.14,20,-1.4299999999999997,-17.0,1.532,0
23.88,61.62,0.0,286.94,20,-2.16,2.8000000000000114,-1.216000000000001,0
22.52,66.72,1.0,335.25,20,-1.3599999999999994,48.31,-1.8580000000000005,1
24.37,61.68,0.0,431.38,20,1.8500000000000014,96.13,-0.48600000000000065,0
19.5,66.8,0.0,488.55,20,-4.870000000000001,57.170000000000016,-3.7620000000000005,0
25.82,45.39,0.0,2928.56,20,6.32,2440.0099999999998,2.6020000000000003,1
20.7,65.86,0.0,261.33,20,-5.120000000000001,-2667.23,-1.8820000000000014,0
20.7,65.86,0.0,416.36,20,0.0,155.03000000000003,-1.5180000000000007,0
26.71,50.58,0.0,427.75,20,6.010000000000002,11.389999999999986,4.024000000000001,0
22.95,42.24,0.0,169.13,20,-3.7600000000000016,-258.62,-0.4259999999999984,0
18.74,86.5,0.0,2899.36,20,-4.210000000000001,2730.23,-3.2200000000000024,1
23.62,56.6,0.0,271.17,20,4.880000000000003,-2628.19,1.0760000000000005,0
27.06,38.23,0.0,467.11,20,3.4399999999999977,195.94,3.2439999999999998,0
26.67,57.51,0.0,107.14,20,-0.389999999999997,-359.97,2.862000000000002,0
24.0,47.2,0.0,289.93,20,-2.6700000000000017,182.79000000000002,-0.018000000000000682,0
24.0,34.31,0.0,101.05,20,0.0,-188.88,-1.0700000000000003,0
27.48,60.79,0.0,424.79,20,3.4800000000000004,323.74,1.6379999999999981,0
21.87,40.42,1.0,273.64,20,-5.609999999999999,-151.15000000000003,-2.9339999999999975,1
20.02,67.76,0.0,262.61,20,-1.8500000000000014,-11.029999999999973,-3.4540000000000006,0
20.55,57.26,1.0,411.95,20,0.5300000000000011,149.33999999999997,-2.233999999999998,1
20.44,55.1,0.0,464.9,20,-0.10999999999999943,52.94999999999999,-1.631999999999998,0
52.48,37.72,0.0,374.77,20,32.03999999999999,-90.13,25.408,1
26.53,67.46,0.0,482.41,20,-25.949999999999996,107.64000000000004,-1.4740000000000002,0
23.93,63.09,0.0,98.99,20,-2.6000000000000014,-383.42,-4.856000000000002,0
27.4,61.99,0.0,496.62,20,3.469999999999999,397.63,-2.7560000000000002,0
19.72,63.41,0.0,78.18,20,-7.68,-418.44,-10.292000000000002,0
18.27,67.83,0.0,297.16,20,-1.4499999999999993,218.98000000000002,-4.900000000000002,0
24.68,42.47,1.0,211.97,20,6.41,-85.19000000000003,1.8800000000000026,1
24.68,42.47,1.0,248.68,20,0.0,36.71000000000001,1.7300000000000004,0
26.34,69.73,1.0,117.58,20,1.6600000000000001,-131.10000000000002,3.6020000000000003,0
18.79,59.89,0.0,60.51,20,-7.550000000000001,-57.07,-3.7620000000000005,0
25.21,58.1,1.0,335.16,20,6.420000000000002,274.65000000000003,1.2700000000000031,0
42.55,66.58,0.0,409.48,20,17.339999999999996,74.32,15.035999999999998,1
24.98,67.4,0.0,196.23,20,-17.569999999999997,-213.25000000000003,-2.594000000000001,0
21.26,37.94,0.0,432.51,20,-3.719999999999999,236.28,-5.297999999999998,0
20.48,43.46,0.0,335.18,20,-0.7800000000000011,-97.32999999999998,-6.415999999999997,0
20.48,42.05,0.0,136.15,20,0.0,-199.03,-5.469999999999999,0
23.95,48.7,0.0,120.04,20,3.469999999999999,-16.11,1.7199999999999989,0
18.27,41.32,0.0,451.15,20,-5.68,331.10999999999996,-2.6179999999999986,0
19.63,57.41,0.0,235.16,20,1.3599999999999994,-215.98999999999998,-0.9320000000000022,0
18.67,46.15,0.0,83.58,20,-0.9599999999999973,-151.57999999999998,-1.5299999999999976,0
21.43,48.92,0.0,170.19,20,2.759999999999998,86.61,1.0399999999999991,0
21.43,48.92,0.0,168.45,20,0.0,-1.740000000000009,1.543999999999997,0
19.39,63.54,0.0,92.61,20,-2.039999999999999,-75.83999999999999,-0.7199999999999989,0
25.39,33.16,0.0,213.16,20,6.0,120.55,4.128,0
19.25,43.27,0.0,403.41,20,-6.140000000000001,190.25000000000003,-2.128,0
19.28,33.79,0.0,82.64,20,0.030000000000001137,-320.77000000000004,-1.6679999999999993,0
23.92,61.04,0.0,349.42,20,4.640000000000001,266.78000000000003,2.474,0
23.92,61.04,0.0,107.65,20,0.0,-241.77,1.5680000000000014,0
23.38,46.49,0.0,202.06,20,-0.5400000000000027,94.41,1.4299999999999997,0
25.11,42.03,0.0,149.32,20,1.7300000000000004,-52.74000000000001,1.9879999999999995,0
23.06,36.64,0.0,338.59,20,-2.0500000000000007,189.26999999999998,-0.8180000000000014,0
20.85,31.59,0.0,176.72,20,-2.2099999999999973,-161.86999999999998,-2.413999999999998,0
26.85,63.86,0.0,176.68,20,6.0,-0.03999999999999204,3.0,0
20.39,44.87,1.0,413.21,20,-6.460000000000001,236.52999999999997,-2.862000000000002,0
20.39,44.87,1.0,125.19,20,0.0,-288.02,-1.9179999999999993,0
18.29,45.42,0.0,127.9,20,-2.1000000000000014,2.710000000000008,-3.064,0
58.57,56.52,0.0,2051.75,20,40.28,1923.85,29.671999999999997,0
58.57,56.52,1.0,292.0,20,0.0,-1759.75,23.327999999999996,0
24.23,47.86,0.0,237.84,20,-34.34,-54.16,-11.780000000000005,0
24.36,57.31,0.0,397.39,20,0.129999999999999,159.54999999999998,-12.444000000000003,0
25.14,37.11,0.0,97.79,20,0.7800000000000011,-299.59999999999997,-13.033999999999999,0
22.62,62.68,1.0,472.81,20,-2.5199999999999996,375.02,-8.364,0
22.62,62.68,1.0,438.54,20,0.0,-34.26999999999998,-1.1739999999999995,0
23.54,50.18,1.0,488.09,20,0.9199999999999982,49.549999999999955,-0.11599999999999966,0
19.41,57.1,0.0,243.12,20,-4.129999999999999,-244.96999999999997,-3.256000000000004,0
19.13,58.72,0.0,449.72,20,-0.28000000000000114,206.60000000000002,-2.334000000000003,0
22.87,32.11,0.0,193.39,20,3.740000000000002,-256.33000000000004,1.3560000000000016,0
20.93,92.24,1.0,51.22,20,-1.9400000000000013,-142.17,-0.24599999999999866,1
20.93,92.24,0.0,137.71,20,0.0,86.49000000000001,0.27599999999999625,0
20.41,54.78,0.0,183.63,20,-0.5199999999999996,45.91999999999999,-0.4440000000000026,0
22.7,41.37,0.0,346.02,20,2.289999999999999,162.39,1.131999999999998,0
57.1,63.17,0.0,400.65,20,34.400000000000006,54.629999999999995,28.686000000000003,1
25.65,66.21,0.0,377.95,20,-31.450000000000003,-22.69999999999999,-3.7079999999999984,0
25.41,42.66,0.0,453.93,20,-0.23999999999999844,75.98000000000002,-4.843999999999998,0
25.41,42.66,0.0,150.26,20,0.0,-303.67,-5.843999999999998,0
24.37,55.85,0.0,111.92,20,-1.0399999999999991,-38.33999999999999,-7.218,0
22.97,48.42,0.0,136.0,20,-1.4000000000000021,24.08,-1.7920000000000016,0
27.28,57.32,0.0,256.81,20,4.310000000000002,120.81,2.192,0
20.38,48.56,0.0,66.51,20,-6.900000000000002,-190.3,-3.7020000000000017,0
19.76,39.31,0.0,117.08,20,-0.6199999999999974,50.56999999999999,-3.192,0
27.92,41.37,0.0,54.71,20,8.16,-62.37,4.258000000000003,0
27.92,35.14,0.0,469.86,20,0.0,415.15000000000003,3.2680000000000007,0
21.19,38.01,0.0,399.6,20,-6.73,-70.25999999999999,-2.2439999999999998,0
24.27,34.55,0.0,51.8,20,3.0799999999999983,-347.8,0.05799999999999983,0
25.9,54.81,0.0,100.43,20,1.629999999999999,48.63000000000001,0.4599999999999973,0
20.36,64.47,0.0,463.3,20,-5.539999999999999,362.87,-3.5680000000000014,0
18.65,46.58,0.0,133.76,20,-1.7100000000000009,-329.54,-3.4239999999999995,0
18.65,46.58,0.0,60.12,20,0.0,-73.63999999999999,-2.9160000000000004,0
21.48,43.67,0.0,60.27,20,2.830000000000002,0.15000000000000568,0.4720000000000013,0
27.8,50.04,1.0,213.65,20,6.32,153.38,6.412000000000003,0
19.71,68.99,0.0,222.99,20,-8.09,9.340000000000003,-1.5479999999999983,0
24.79,67.93,0.0,440.36,20,5.079999999999998,217.37,2.3039999999999985,0
27.07,98.74,0.0,361.16,20,2.280000000000001,-79.19999999999999,2.900000000000002,0
22.56,36.92,1.0,337.47,20,-4.510000000000002,-23.689999999999998,-1.826000000000004,1
19.3,54.74,1.0,282.02,20,-3.259999999999998,-55.450000000000045,-3.3859999999999992,0
19.3,54.74,1.0,336.98,20,0.0,54.960000000000036,-3.304000000000002,0
24.38,42.79,0.0,314.99,20,5.079999999999998,-21.99000000000001,1.8580000000000005,0
41.41,61.46,0.0,199.05,20,17.029999999999998,-115.94,16.019999999999996,1
25.66,69.11,0.0,97.95,20,-15.749999999999996,-101.10000000000001,-0.3500000000000014,0
18.14,44.73,0.0,244.87,20,-7.52,146.92000000000002,-7.638000000000002,0
19.08,61.76,0.0,123.33,20,0.9399999999999977,-121.54,-6.654,0
21.56,58.56,0.0,383.01,20,2.4800000000000004,259.68,-3.6099999999999994,0
27.33,52.99,0.0,297.98,20,5.77,-85.02999999999997,4.975999999999999,0
25.85,46.73,0.0,2481.2,20,-1.4799999999999969,2183.22,3.4579999999999984,1
18.81,62.18,0.0,268.19,20,-7.040000000000003,-2213.0099999999998,-3.716000000000001,0
27.67,47.8,0.0,313.35,20,8.860000000000003,45.160000000000025,3.426000000000002,0
58.11,31.05,0.0,386.72,20,30.439999999999998,73.37,26.556000000000004,1
22.3,34.71,0.0,52.78,20,-35.81,-333.94000000000005,-8.248000000000001,0
21.57,65.17,0.0,239.78,20,-0.7300000000000004,187.0,-8.121999999999996,0
19.37,57.71,0.0,355.59,20,-2.1999999999999993,115.80999999999997,-10.433999999999994,0
21.04,43.3,1.0,54.35,20,1.6699999999999982,-301.23999999999995,-7.437999999999999,0
27.34,44.97,0.0,203.01,20,6.300000000000001,148.66,5.015999999999998,0
25.11,53.11,0.0,50.83,20,-2.2300000000000004,-152.18,2.2239999999999966,0
24.36,61.4,1.0,2226.39,20,-0.75,2175.56,0.9160000000000004,1
27.59,36.46,0.0,490.65,20,3.2300000000000004,-1735.7399999999998,2.501999999999999,0
26.04,62.27,0.0,96.8,20,-1.5500000000000007,-393.84999999999997,-0.04800000000000182,0
23.97,53.49,0.0,227.76,20,-2.0700000000000003,130.95999999999998,-1.443999999999999,0
23.28,67.97,0.0,284.0,20,-0.6899999999999977,56.24000000000001,-1.7679999999999971,0
24.47,52.98,0.0,105.68,20,1.1899999999999977,-178.32,-0.6000000000000014,0
24.47,52.98,0.0,263.85,20,0.0,158.17000000000002,0.02400000000000091,0
23.35,30.89,0.0,425.03,20,-1.1199999999999974,161.17999999999995,-0.5579999999999963,0
25.66,52.63,0.0,458.47,20,2.3099999999999987,33.440000000000055,1.413999999999998,0
23.7,48.42,0.0,84.8,20,-1.9600000000000009,-373.67,-0.6300000000000026,0
26.2,57.23,0.0,275.07,20,2.5,190.26999999999998,1.524000000000001,0
25.44,39.04,0.0,444.31,20,-0.759999999999998,169.24,0.5700000000000038,0
18.21,56.23,0.0,347.7,20,-7.23,-96.61000000000001,-5.6320000000000014,0
20.06,53.89,0.0,496.03,20,1.8499999999999979,148.32999999999998,-2.6620000000000026,0
24.77,31.7,1.0,392.72,20,4.710000000000001,-103.30999999999995,1.8339999999999996,0
18.91,69.83,1.0,173.19,20,-5.859999999999999,-219.53000000000003,-2.5680000000000014,0
22.83,68.35,0.0,240.03,20,3.919999999999998,66.84,1.8740000000000023,0
22.83,68.35,0.0,475.86,20,0.0,235.83,0.9499999999999993,0
20.01,30.39,0.0,2907.42,20,-2.8199999999999967,2431.56,-1.8599999999999959,1
22.81,50.03,0.0,476.23,20,2.799999999999997,-2431.19,1.3319999999999972,0
20.44,56.46,0.0,340.69,20,-2.3699999999999974,-135.54000000000002,-1.3439999999999976,0
44.62,59.81,0.0,243.13,20,24.179999999999996,-97.56,18.477999999999994,1
22.66,87.39,1.0,63.13,20,-21.959999999999997,-180.0,-3.447999999999997,1
26.35,32.83,0.0,2612.05,20,3.6900000000000013,2548.92,-1.0259999999999962,1
21.07,36.44,1.0,182.97,20,-5.280000000000001,-2429.0800000000004,-5.957999999999998,1
27.79,52.98,0.0,340.37,20,6.719999999999999,157.4,-0.708000000000002,0
18.69,61.13,1.0,380.77,20,-9.099999999999998,40.39999999999998,-4.622,0
22.7,56.96,0.0,55.43,20,4.009999999999998,-325.34,-0.620000000000001,0
19.99,33.34,0.0,312.21,20,-2.710000000000001,256.78,-2.0580000000000034,0
24.08,43.33,0.0,276.59,20,4.09,-35.620000000000005,1.4299999999999997,0
21.58,44.04,1.0,69.7,20,-2.5,-206.89,0.1720000000000006,1
20.38,52.09,0.0,442.7,20,-1.1999999999999993,373.0,-1.3660000000000032,0
21.61,42.59,0.0,495.14,20,1.2300000000000004,52.44,0.08200000000000074,0
24.02,59.07,0.0,435.97,20,2.41,-59.16999999999996,1.686,0
24.02,69.19,0.0,381.23,20,0.0,-54.74000000000001,1.6980000000000004,0
22.4,60.77,0.0,155.91,20,-1.620000000000001,-225.32000000000002,-0.08600000000000207,0
23.61,62.79,0.0,1793.17,20,1.2100000000000009,1637.26,0.47800000000000153,1
20.04,65.71,0.0,56.07,20,-3.5700000000000003,-1737.1000000000001,-2.7779999999999987,0
24.0,32.76,0.0,237.55,20,3.960000000000001,181.48000000000002,1.186,0
20.68,69.78,0.0,188.5,20,-3.3200000000000003,-49.05000000000001,-1.466000000000001,0
20.68,40.65,1.0,144.62,20,0.0,-43.879999999999995,-1.1219999999999999,0
20.68,40.65,1.0,319.75,20,0.0,175.13,-0.5360000000000014,0
27.28,44.58,1.0,311.03,20,6.600000000000001,-8.720000000000027,4.616,0
19.07,62.2,0.0,393.76,20,-8.21,82.73000000000002,-2.6080000000000005,0
56.27,43.09,0.0,409.89,20,37.2,16.129999999999995,27.474,1
18.23,50.5,0.0,450.98,20,-38.040000000000006,41.09000000000003,-10.076,0
27.91,86.43,0.0,389.96,20,9.68,-61.02000000000004,-1.8419999999999987,1
26.03,62.23,0.0,363.23,20,-1.879999999999999,-26.72999999999996,-3.4719999999999978,0
25.86,66.92,0.0,158.05,20,-0.1700000000000017,-205.18,-5.0000000000000036,0
22.13,90.65,0.0,2552.82,20,-3.7300000000000004,2394.77,-1.902000000000001,1
21.57,68.4,0.0,60.69,20,-0.5599999999999987,-2492.13,-3.129999999999999,0
55.1,37.86,0.0,424.05,20,33.53,363.36,24.962000000000003,1
21.23,43.37,0.0,320.19,20,-33.870000000000005,-103.86000000000001,-7.947999999999997,0
57.63,95.4,0.0,395.27,20,36.400000000000006,75.07999999999998,22.098000000000006,0
25.66,35.08,1.0,239.47,20,-31.970000000000002,-155.79999999999998,-10.578,1
20.6,43.68,0.0,435.11,20,-5.059999999999999,195.64000000000001,-15.443999999999996,0
25.77,65.2,0.0,71.6,20,5.169999999999998,-363.51,-4.407999999999998,0
18.68,68.75,0.0,177.09,20,-7.09,105.49000000000001,-10.988,0
48.46,38.95,0.0,70.11,20,29.78,-106.98,20.625999999999998,1
20.51,50.3,1.0,456.53,20,-27.95,386.41999999999996,-6.2940000000000005,1
23.24,35.91,0.0,452.14,20,2.729999999999997,-4.389999999999986,-4.092000000000002,0
21.52,40.51,0.0,61.12,20,-1.7199999999999989,-391.02,-4.962,0
21.59,30.12,0.0,229.85,20,0.07000000000000028,168.73,-5.474,0
21.59,30.12,0.0,305.27,20,0.0,75.41999999999999,-0.10000000000000142,0
19.75,34.66,1.0,179.49,20,-1.8399999999999999,-125.77999999999997,-1.7880000000000003,1
19.71,46.44,0.0,362.63,20,-0.03999999999999915,183.14,-1.1219999999999999,0
23.92,91.05,0.0,203.95,20,4.210000000000001,-158.68,2.6080000000000005,1
24.0,56.59,0.0,2497.66,20,0.0799999999999983,2293.71,2.2059999999999995,1
23.33,50.73,0.0,433.19,20,-0.6700000000000017,-2064.47,1.1879999999999988,0
25.16,39.65,0.0,2248.3,20,1.8300000000000018,1815.1100000000001,1.936,1
19.27,61.27,1.0,176.09,20,-5.890000000000001,-2072.21,-3.866000000000003,1
21.91,68.26,0.0,358.36,20,2.6400000000000006,182.27,-0.8240000000000016,0
24.18,45.53,0.0,359.95,20,2.2699999999999996,1.589999999999975,1.4100000000000001,0
25.58,56.57,1.0,276.58,20,1.3999999999999986,-83.37,2.3599999999999994,1
22.98,37.9,0.0,79.14,20,-2.599999999999998,-197.44,0.1960000000000015,0
27.91,47.52,0.0,401.74,20,4.93,322.6,3.3979999999999997,0
21.05,31.67,1.0,59.01,20,-6.859999999999999,-342.73,-3.289999999999999,0
18.87,54.97,1.0,2283.61,20,-2.1799999999999997,2224.6,-4.408000000000001,1
22.4,42.32,0.0,409.76,20,3.5299999999999976,-1873.8500000000001,-0.24200000000000088,0
23.91,33.1,0.0,74.32,20,1.5100000000000016,-335.44,1.0820000000000007,0
24.29,47.73,0.0,98.08,20,0.379999999999999,23.760000000000005,2.186,0
19.2,65.7,0.0,227.18,20,-5.09,129.10000000000002,-2.533999999999999,0
22.18,34.11,0.0,201.34,20,2.9800000000000004,-25.840000000000003,-0.21599999999999753,0
19.82,36.9,0.0,206.34,20,-2.3599999999999994,5.0,-2.0600000000000023,0
20.21,53.47,0.0,226.44,20,0.39000000000000057,20.099999999999994,-0.9299999999999997,0
24.24,62.83,0.0,304.17,20,4.029999999999998,77.73000000000002,3.1099999999999994,0
24.24,62.83,1.0,75.26,20,0.0,-228.91000000000003,2.1020000000000003,0
23.72,33.91,0.0,205.4,20,-0.5199999999999996,130.14,1.274000000000001,0
23.73,88.37,0.0,266.26,20,0.010000000000001563,60.859999999999985,0.5019999999999989,1
19.61,38.15,0.0,106.91,20,-4.120000000000001,-159.35,-3.4979999999999976,0
20.48,58.9,0.0,352.7,20,0.870000000000001,245.79,-1.8760000000000012,0
27.93,55.3,0.0,203.7,20,7.449999999999999,-149.0,4.8359999999999985,0
19.39,69.08,0.0,413.23,20,-8.54,209.53000000000003,-2.8379999999999974,0
23.78,35.69,1.0,79.86,20,4.390000000000001,-333.37,1.5420000000000016,0
23.78,35.69,0.0,59.71,20,0.0,-20.15,0.7079999999999984,0
26.3,37.53,0.0,158.14,20,2.5199999999999996,98.42999999999998,2.064,0
18.22,64.74,0.0,55.86,20,-8.080000000000002,-102.27999999999999,-4.074000000000002,0
23.35,55.27,1.0,50.41,20,5.130000000000003,-5.450000000000003,0.26399999999999935,0
25.56,44.34,0.0,173.36,20,2.2099999999999973,122.95000000000002,2.1179999999999986,0
21.81,57.64,0.0,454.08,20,-3.75,280.71999999999997,-1.238000000000003,0
27.44,85.34,0.0,158.65,20,5.630000000000003,-295.42999999999995,4.1640000000000015,1
27.0,68.8,0.0,329.24,20,-0.4400000000000013,170.59,1.968,0
27.0,33.19,0.0,204.63,20,0.0,-124.61000000000001,1.2379999999999995,0
27.0,33.19,0.0,271.89,20,0.0,67.25999999999999,0.9499999999999993,0
27.51,64.62,0.0,180.63,20,0.5100000000000016,-91.25999999999999,0.32000000000000384,0
20.88,55.83,0.0,266.07,20,-6.630000000000003,85.44,-4.9979999999999976,0
21.29,32.47,0.0,78.97,20,0.41000000000000014,-187.1,-3.4460000000000015,0
20.05,64.89,0.0,124.83,20,-1.2399999999999984,45.86,-3.2959999999999994,0
26.43,33.6,0.0,101.61,20,6.379999999999999,-23.22,3.1980000000000004,0
27.5,43.06,0.0,71.76,20,1.0700000000000003,-29.849999999999994,4.270000000000003,0
27.12,69.41,0.0,371.2,20,-0.379999999999999,299.44,2.6419999999999995,0
18.78,33.52,0.0,367.41,20,-8.34,-3.7899999999999636,-5.195999999999998,0
25.2,54.38,0.0,253.79,20,6.419999999999998,-113.62000000000003,0.19399999999999906,0
18.09,61.17,0.0,138.97,20,-7.109999999999999,-114.82,-5.248000000000001,0
21.84,30.51,0.0,212.43,20,3.75,73.46000000000001,-0.36599999999999966,0
23.9,38.45,1.0,85.71,20,2.0599999999999987,-126.72000000000001,2.3379999999999974,0
18.27,88.35,0.0,225.5,20,-5.629999999999999,139.79000000000002,-3.1900000000000013,1
22.55,46.9,0.0,1734.2,20,4.280000000000001,1508.7,1.620000000000001,1
24.63,43.27,0.0,222.36,20,2.0799999999999983,-1511.8400000000001,2.3919999999999995,0
22.15,58.53,0.0,446.37,20,-2.4800000000000004,224.01,-0.15000000000000213,0
